Index,Agency Abbreviation,Agency Name,QuestionID,Full Question Text,Tags
141,DOJ,Department of Justice,DOJ 141,What is the most resource-effective approach to disrupting and dismantling the drug trafficking organizations (DTOs) that are fueling the opioid and substance-abuse epidemic?,"Mission-Focused, Public Health"
142,DOJ,Department of Justice,DOJ 142,"What is the role of social media in the radicalization of individuals, and how can the Department best counter such radicalization consistent with First Amendment and privacy rights?","Mission-Focused, National Security"
143,DOJ,Department of Justice,DOJ 143,What new and expanding public programs are at risk of fraud?,"Mission-Focused, PMA - Business of Government"
144,DOJ,Department of Justice,DOJ 144,"What are the most effective strategies, programs, and policies for preventing fraud, waste, and abuse targeting public programs?","Mission-Focused, PMA - Business of Government"
145,DOJ,Department of Justice,DOJ 145,"What are the obstacles preventing victims of hostile activities that target U.S. national assets from reporting crimes to law enforcement, and how can these obstacles be addressed to increase reporting?","Mission-Focused, Criminal Justice, National Security"
146,DOJ,Department of Justice,DOJ 146,"Which district-level strategies under Project Safe Neighborhoods are most effective in reducing violent crime, and how can the Department most effectively implement this program in fidelity with the evidence-based comprehensive violent crime reduction strategy?","Mission-Focused, Criminal Justice"
147,DOJ,Department of Justice,DOJ 147,"Which criminal justice processes and victim service programs are most effective in addressing the needs of crime victims across different settings or contexts (e.g., programs embedded in criminal justice agencies, community-based programs)? Which best address the needs of underserved and hard-to-reach communities? What are the barriers to accessing these programs, and do they disproportionately affect traditionally unserved or underserved populations?","Mission-Focused, PMA - Customer Experience & Service Delivery, Equity, Criminal Justice, Social Services"
148,DOL,Department of Labor,DOL 148,Is the information OSHA provides to Alliance Participants getting to the most vulnerable workers?  How is that information getting to the most vulnerable workers?  Are some types of alliances more effective in getting safety and health information out than others?,"Mission-Focused, Equity, Public Health"
149,DOL,Department of Labor,DOL 149,"After more than a year of working remotely, are employees more likely to request telework related RAs in order to continue working remotely?","Operationally-Focused, PMA - Federal Workforce, Future of Work"
150,DOL,Department of Labor,DOL 150,Does the use of specific criteria statements make self-assessment by facilities and inspections by OSHA compliance officers more effective?,Mission-Focused
151,DOL,Department of Labor,DOL 151,"For those Women in Women in Apprenticeship and Nontraditional Occupation (WANTO) grants providing job related training, what best practices and challenges have been identified on successfully transitioning women into apprenticeships or nontraditional occupations by the end of the grant’s period of performance?","Mission-Focused, Equity, Workforce Development & Employment, Grant Programs & Administration"
152,DOL,Department of Labor,DOL 152,How are Fostering Access Rights and Equity (FARE) grants assisting women in understanding and accessing their employment rights and benefits? What are barriers that this population faces in accessing services?,"Mission-Focused, Equity, Workforce Development & Employment, Grant Programs & Administration"
153,DOL,Department of Labor,DOL 153,How can Employee Benefits Security Administration (EBSA) measure its influence on health outcomes? Does EBSA enforcement positively influence individual health outcomes?,"Operationally-Focused, Public Health"
154,DOL,Department of Labor,DOL 154,How can the public workforce system react and respond to future economic disruptions to provide income support and assist workers upskill or reskill and return to work effectively?,"Mission-Focused, Equity, Economic Development, Workforce Development & Employment"
155,DOL,Department of Labor,DOL 155,"Has the overall quality of employee benefit plan audits improved since Employee Benefits Security Administration (EBSA)’s prior audit quality study?  Similarly, based on the results of a new study, we can evaluate whether actions taken by the accounting profession have had a positive impact on improving the work of plan auditors (e.g. enhanced peer review process, better technical guidance, stronger disciplinary actions). What additional actions/activities can EBSA take to improve audit quality?",Operationally-Focused
156,DOL,Department of Labor,DOL 156,How do other CFO Act agencies manage and monitor their financial processes? How can DOL agencies utilize financial data to make better decisions?,"Operationally-Focused, PMA - Business of Government, Data Related"
157,DOL,Department of Labor,DOL 157,"How might case managers/navigators be helpful for the workforce system, more broadly?","Mission-Focused, PMA - Customer Experience & Service Delivery, Workforce Development & Employment"
158,DOL,Department of Labor,DOL 158,"What are the lifetime effects of providing informal caregiving on women's economic security? What are the costs caregivers (child, disabled, elder care) have incurred including lost earnings, financial benefits and savings? What are the projected costs that different cohorts of currently working women will incur over their lifetimes due to caregiving? What have been the effects of the Covid-19 Pandemic? What are the projected future effects of the Pandemic? What are the caregiving incidences and effects by birth cohorts, demographics of women (e.g. education, parental status-number of children, race and ethnicity), and type and length of caregiving? What are the implications for policies designed to improve women's economic security?","Mission-Focused, Equity"
